ID.Cell.per.Trip,Area,Site,Age,Year,Total.Angler.Hours,Grid.Cell.ID,Barred Sand Bass,Bat Ray,Bigmouth Sole,Black Rockfish,Black-and-Yellow Rockfish,Blacksmith,Blue Rockfish,Bocaccio,Brown Rockfish,Buffalo Sculpin,Bull Sculpin,Cabezon,Calico Rockfish,California Halibut,California Lizardfish,California Scorpionfish,California Sheephead,Canary Rockfish,Chilipepper Rockfish,China Rockfish,Chinook Salmon,Common Thresher Shark,Copper Rockfish,Deacon Rockfish,Fantail Sole,Freckled Rockfish,Garibaldi,Gopher Rockfish,Grass Rockfish,Halfmoon,Honeycomb Rockfish,Jack Mackerel,Jack Smelt,Kelp Bass,Kelp Greenling,Kelp Rockfish,Lingcod,Longfin Sanddab,Mackerel (Family Scombridae),Northern Anchovy,Ocean Whitefish,Olive or Yellowtail Rockfish,Olive Rockfish,Opaleye,Pacific  (Chub) Mackerel,Pacific Barracuda,Pacific Bonito,Pacific Halibut,Pacific Sanddab,Pacific Sardine,Painted Greenling,Pelagic Stingray,Petrale Sole,Pile Perch,Quillback Rockfish,Rock Greenling,Rock Sole,Rock Wrasse,Rosy Rockfish,Rubberlip Seaperch,Salema,Sand Sole,Sanddab spp.,Sarcastic Fringehead,Scalyhead Sculpin,Senorita,Sharpnose Surfperch,Silversides (Family Atherinopsidae),Soupfin Shark,Speckled Sanddab,Spiny Dogfish,Squarespot Rockfish,Starry Rockfish,Striped Seaperch,Tiger Rockfish,Top smelt,Treefish,Tubesnout,UnID Blue Rockfish,Unknown,Unknown rockfish,Vermilion Rockfish,White Croaker,White Seabass,Widow Rockfish,Wolf Eel,Yelloweye Rockfish,Yellowfin Croaker,Yellowtail Jack,Yellowtail Rockfish,Total
CPM10151918,Carrington Point,MPA,New,2019,8.133333333,CP18,0,0,0,0,0,0,0.329307232,0,0,0,0,0,0,0,0,0,1.196146603,0,0,0,0,0,9.666769362,0,0,0,0,0.370121858,0,0,0,0,0,0,0,0.130360561,2.348302336,0,0,0,5.986785874,0,0.086411249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082110919,0,0,0,0,3.095145822,0,0,0,0,0,0,0,0,23.29146182
CPM10161705,Carrington Point,MPA,New,2017,6,CP05,0,0,0,0,0,0,0.725207111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.411037107,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97123244,0,0,0,4.534044997,0,0.138287686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026481242,0,0,0,0,0,0,0,0,0,0.186421112,0,0,0,0,0,0,0,0,10.99271169
CPM10161712,Carrington Point,MPA,New,2017,5.704444444,CP12,0,0,0,0,0,0,0.025664856,0,0,0,0,0,0,0,0,0,2.29954513,0,0,0,0,0,6.189149388,0,0,0,0,0.9047757,0,0,0,0,0,0,0,0,0,0,0,0,7.668844845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.08797992
CPM10161908,Carrington Point,MPA,New,2019,8.516666666,CP08,0,0,0,0,0,0,1.163718095,0,0,0,0,0,0,0,0,0,0.197500368,0,0,0,0,0,4.592678633,0,0,0,0,0.09410348,0,0,0.045339618,0,0,0,0,0,4.174130269,0,0.078177035,0,4.121947993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313330728,0,0,0,0,0,0,0,0.076731249,14.85765747
CPM10231707,Carrington Point,MPA,New,2017,8.682777778,CP07,0,0,0,0,0,0,0.133101971,0,0,0,0,0,0,0,0,0,1.230164,0,0,0,0,0,8.453201125,0,0,0,0,0.642478474,0,0,0,0,0,0.119377688,0,0.066501566,1.552887833,0,0.057702425,0,2.885957613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.513050092,0,0,0,0,0,0,0,0,15.65442279
CPM10231720,Carrington Point,MPA,New,2017,8.449999999,CP20,0,0,0,0,0.068567277,0,0,0,0,0,0,0.210929663,0,0,0,0,1.866515037,0,0,0,0,0,2.60909502,0,0,0,0,0,0,0,0,0,0,0.861109371,0,0.39187508,0,0,0.032869075,0,0.376696832,0,0.010455479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010077482,6.438190317
CPM10241710,Carrington Point,MPA,New,2017,4.435833333,CP10,0,0,0,0,0,0,0.550708706,0,0,0,0,0,0,0,0,0.133471063,1.013198963,0,0,0,0,0,2.981103303,0,0,0,0,0.195172033,0,0,0,0,0,0,0,0,1.107110859,0,0,0,1.017226565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.997991491
CPM10241718,Carrington Point,MPA,New,2017,7.0875,CP18,0,0,0,0,0,0,0.367007771,0,0,0,0,0,0,0,0,0,1.019003764,0,0,0,0,0,6.478348988,0,0,0,0,0.325431105,0,0,0,0,0,0,0,0.08851718,1.927670972,0,0.060163427,0,11.81792309,0,0.136884992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42926548,0,0,0,0,0,0,0,0,22.65021677
CPR09101822,Carrington Point,REF,New,2018,5.75,CP22,0,0,0,0,0,0,0.139270419,0,0,0,0,0,0,0,0,0,0.911433999,0,0,0,0,0,2.775665587,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38828715,0,0.188368679,0,1.983422754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.927425803,0,0,0,0,0,0,0,0,10.31387439
CPR09101826,Carrington Point,REF,New,2018,8.8,CP26,0,0,0,0,0,0,0.614414143,0,0,0,0,0,0,0,0,0.055492723,0.170479421,0,0,0,0,0,2.548629403,0,0,0,0,1.380446709,0,0,0,0,0,0,0,0,0.267083806,0,0,0,3.975538815,0.070758578,0,0,0,0.125924752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529866257,0,0,0,0,0,0,0,0,9.738634607
CPR09111825,Carrington Point,REF,New,2018,8.95,CP25,0,0,0,0,0,0,0.753580952,0,0,0,0,0,0,0,0,0,0.747631102,0,0,0,0,0,2.467811482,0,0,0,0,0.303689483,0,0,0,0,0,0,0,0,0.16153617,0,0,0,4.05433304,0.01797152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044977871,0,0,0,0,0.225931313,0,0,0,0,0,0,0,0,8.777462933
CPR09111832,Carrington Point,REF,New,2018,9.1875,CP32,0,0,0,0,0,0,0.04191335,0,0,0,0,0,0,0,0,0,0.545224878,0,0,0,0,0,1.045785414,0,0,0,0,0.150817202,0,0,0,0,0,0,0,0.15392222,0,0,0,0,3.363544012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05995371,0,0,0,0,0.317631407,0,0,0,0,0,0,0,0,5.678792193
CPR09111834,Carrington Point,REF,New,2018,8.666666667,CP34,0,0,0,0,0,0,0,0,0.116176318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3797828,0,0,0,0,0.057884351,0,0,0,0,0,0.119599608,0,0,0,0,0,0,0.599769256,0.024105555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.297317888
CPR09121824,Carrington Point,REF,New,2018,8.328333334,CP24,0,0,0,0,0,0,0.118908953,0,0,0,0,0.295308019,0,0,0,0,0,0,0,0,0,0,4.957468963,0,0,0,0,0.065585698,0,0,0,0,0,0,0,0,4.580146291,0,0,0,0.952447028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072935173,0,0,0,0,0,0,0,0,0,0,0,0,0,11.04280013
CPR09241827,Carrington Point,REF,New,2018,7.688333332,CP27,0,0,0,0,0,0,0.856352709,0,0,0,0,0,0,0,0,0,0.346382966,0,0,0,0,0,1.024915764,0,0,0,0,0.02015919,0,0,0,0,0,0,0,0,0.948645294,0,0.519948678,0,2.528047114,0.101162283,0,0,0,0,0.108604068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091607498,0,0,0,0,0,0,0,0,6.545825563
CPR09241833,Carrington Point,REF,New,2018,6.65,CP33,0,0,0,0,0,0,0.415049494,0,0.112558286,0,0,0,0,0,0,0,0.892845359,0,0,0,0,0,4.046563473,0,0,0,0,0.037992449,0,0,0,0,0,0,0,0.427939788,0,0,0,0,3.516598227,0.081974308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51868503,0,0,0,0,0,0,0,0,10.05020641
CPR09241925,Carrington Point,REF,New,2019,9.1,CP25,0,0,0,0,0,0,0.927042756,0,0,0,0,0,0,0,0,0.143024344,0.498867744,0,0,0,0,0,0.905512944,0,0,0,0,0.100703757,0,0,0,0.24199625,0,0,0,0.111601617,0.309332997,0,0,0,4.888036495,0.07429545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054713844,0,0,0,0,0,0,0,0,0,0,0,0,0,8.255128198
CPR09241934,Carrington Point,REF,New,2019,8.595833334,CP34,0,0,0,0,0,0,0,0,1.203215123,0,0,0,0,0.373159024,0,0.13152794,0,0,0,0,0,0,0.493673614,0,0,0,0,0,0,0,0,0.390394886,0,0,0,0,0.178246085,0,0,0,1.02189235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.792109023
CPR09251823,Carrington Point,REF,New,2018,8.558333334,CP23,0,0,0,0,0,0,0.850995623,0,0,0,0,0,0,0,0,0,0.343150423,0,0,0,0,0,0.312323642,0,0,0,0,0.08120687,0,0,0,0,0,0,0,0,0.200413113,0,0.125848237,0,2.886345913,0.024410689,0,0,0.425369761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088065564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.338129835
CPR09251836,Carrington Point,REF,New,2018,5.133333333,CP36,0,0,0,0,0,0,1.623570657,0,0,0,0,0,0,0.234184244,0,0,1.104543236,0,0,0,0,0,2.885585104,0,0,0,0,0.424028031,0,0,0,0,0,0,0,0.071347951,0.457857952,0,0.223693465,0,4.620683254,0.031333462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096992724,0,0,0,0,0.286045823,0,0,0,0,0,0,0,0,12.0598659
CPR09251928,Carrington Point,REF,New,2019,8.908333334,CP28,0,0,0,0,0,0,1.071857127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.050246488,0,0,0,0,0.063508073,0,0,0,0.028401244,0,0,0,0,0.330694547,0,0,0,3.127825377,0.133944375,0.050860805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600586392,0,0,0,0,0,0,0,0,8.45792443
CPR09251937,Carrington Point,REF,New,2019,9.616666667,CP37,0,0,0,0,0,0,3.8702689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.153868292,0,0,0,0,0,0,0,0,0,0,0,0,0.45922288,0.244402512,0,0,0,1.341693196,0.057198918,0.024567514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.151222213
CPR10021935,Carrington Point,REF,New,2019,9.766666667,CP35,0,0,0,0,0,0,0.279484164,0,0.110497051,0,0,0,0,0,0,0,0,0,0,0,0,0,4.247589716,0,0,0,0,0.039101792,0,0,0,0,0,0,0,0,1.44215393,0,0.042763675,0,1.289886568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.451476897
CPR10021938,Carrington Point,REF,New,2019,9.75,CP38,0,0,0,0,0.05762812,0.059272116,0.458343318,0,0,0,0,0,0,0,0,0.05523455,0.153868606,0,0,0,0,0,0.800301922,0,0,0,0,0.090763436,0,0,0,0.006321017,0,0.099038015,0,0.215301194,0,0,0,0,5.240199635,0.07293476,0.125323113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.434529803
CPR10151923,Carrington Point,REF,New,2019,8.833333334,CP23,0,0,0,0,0,0,1.479330005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442247197,0,0,0,0,0.082451551,0,0,0,0,0,0,0,0,0,0,0,0,4.000533876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019717537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.024280167
CPR10151926,Carrington Point,REF,New,2019,8.466666666,CP26,0,0,0,0,0,0,0.519465305,0,0,0,0,0,0,0,0,0,0.177191209,0,0,0,0,0,0.514546798,0,0,0,0,0.215974386,0,0,0,0,0,0,0,0.062614128,0.22585397,0,0,0,2.392453349,0,0.055825897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241896812,0,0,0,0,0.010074413,0,0,0,0,0,0,0,0,4.415896267
CPR10161733,Carrington Point,REF,New,2017,6.371111111,CP33,0,0,0,0,0,0.015448395,0.169632301,0,0.099992101,0,0,0,0,0,0,0,0,0,0,0,0,0,3.744546304,0,0,0,0,0.271381169,0,0,0,0,0,0,0,0.328231831,0,0,0,0,2.383798182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27832921,0,0,0,0,0,0,0,0,7.291359492
CPR10161738,Carrington Point,REF,New,2017,5.5,CP38,0,0,0,0,0,0,1.404071646,0,0,0,0,0,0,0,0,0,0.441524904,0,0,0,0,0,1.206339044,0,0,0,0,0,0,0,0,0,0,0.283180668,0,0.338935272,0.594372845,0,0,0,3.482875478,0,0.021986008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26563034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.038916205
CPR10161922,Carrington Point,REF,New,2019,6.333333333,CP22,0,0,0,0,0,0,0,0,0,0,0,0.211995857,0,0,0,0,0,0,0,0,0,0,1.432386849,0,0,0,0,0,0,0,0,0,0,0,0,0,1.479014645,0,1.967703827,0,0.733387567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46627039,0,0,0,0,0,0,0,0,6.290759136
CPR10231723,Carrington Point,REF,New,2017,8.176666667,CP23,0,0,0,0,0,0,1.816833718,0,0,0,0,0,0,0,0,0,0.205712776,0,0,0,0,0,0.373186722,0,0,0,0,0.084997407,0,0,0,0,0,0,0,0.059369152,1.251842907,0,1.520531528,0,4.363787218,0.007623263,0.025593784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062063868,9.771542343
CPR10231725,Carrington Point,REF,New,2017,11.44,CP25,0,0,0,0,0,0.034141813,0.423439749,0,0,0,0,0.257034743,0,0,0,0,0,0,0,0,0,0,1.241443615,0,0,0,0,0.040162565,0,0,0,0,0,0.048743403,0,0.106685887,0.2763069,0,2.446498775,0,1.60870401,0.039314042,0.061879513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342048551,0,0,0,0,0,0,0,0,6.926403567
CPR10241724,Carrington Point,REF,New,2017,7.1075,CP24,0,0,0,0,0,0,0.199699946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986014624,0,0,0,0,0.053731153,0,0,0,0,0,0,0,0,2.974450458,0,0.690761216,0,0,0,0,0,0,0,0,0,0.016964528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.921621924
CPR10241737,Carrington Point,REF,New,2017,6.848333333,CP37,0,0,0,0,0.079216397,0,1.478759319,0,0,0,0,0,0,0,0,0,0.534795932,0,0,0,0,0,2.605899973,0,0,0,0,0.048943452,0,0,0,0,0,0.130366302,0,0.308367912,0.343198465,0,0.089043141,0,2.716790076,0,0.267508166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.602889137
FNM07271713,Farallon Islands,MPA,New,2017,5.930833333,FN13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117667047,0,0.528685041,0,0,0.871838467,0.060047808,0,0,0,0,0,0,0,0,0,0,0,0,2.104043599,0,0,0,0,0,0.30761235,0,0,0,0,0,0,0,0,0,0,0,2.838223259,0,0,0,0.042777835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.870895407
FNM07271714,Farallon Islands,MPA,New,2017,3.75,FN14,0,0,0,0,0,0,0.290291941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.426377633,0.211691346,0,0,0,0,0,0,0,0,0,0,0,0,2.161404829,0,0,0,0,0,0.833033447,0,0,0,0,0,0,0,0,0,0,0,2.937608681,0,0,0,0.280806205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10761718,0,0,0,0,0,0,0,0,9.248831262
FNM07271717,Farallon Islands,MPA,New,2017,6.164166666,FN17,0,0,0,0,0,0,0.28386471,0,0,0,0,0,0,0,0,0,0,0,0,0.13937074,0,0,0.82494868,0.230803082,0,0,0,0,0,0,0,0,0,0,0,0,2.158864378,0,0,0,0,0,0.783808708,0,0,0,0,0,0,0,0,0,0,0,1.921001295,0,0,0,0.078407662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.829209048,0,0,0,0,0,0,0,0,7.250278302
FNM07271718,Farallon Islands,MPA,New,2017,3.947777778,FN18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.305624851,0.264908862,0,0,0,0,0,0,0,0,0,0,0,0,2.272053483,0,0,0,0,0,0.269269049,0,0,0,0,0,0,0,0,0,0,0,0.761720372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.873576616
FNM08081720,Farallon Islands,MPA,New,2017,2.690833333,FN20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.708500044,0,0,0.471022259,0,0,0,0,0,0,0,0,0,0,0,0.247594477,0,2.465863091,0,0,0,0,0,2.980113508,0,0,0,0,0,0,0,0,0,0,0,0.399141755,0,0,0,0.105860398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.378095532
FNM08091707,Farallon Islands,REF,New,2017,3.083333333,FN07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226334155,0,0.705490829,0,0,0,0.115502771,0,0,0,0,0,0,0,0,0,0,0,0,0.391154932,0,0,0,0,0,0.928019511,0,0,0,0,0,0,0,0,0,0,0,0.415187927,0,0,0,0.195674269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.977364393
FNM08091710,Farallon Islands,MPA,New,2017,2.38,FN10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.192389917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132822584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.325212501
FNM08091711,Farallon Islands,MPA,New,2017,3.85,FN11,0,0,0,0,0,0,0.126689747,0,0.179574299,0,0,0,0,0,0,0,0,0,0,0.38700403,0,0,2.747739239,0.218865426,0,0,0,0,0,0,0,0,0,0,0.173048174,0,3.896776124,0,0,0,0,0,0.934501953,0,0,0,0,0,0,0,0,0,0,0,1.659053775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.460588655,0,0,0,0,0,0,0,0,10.78384142
FNM08091712,Farallon Islands,MPA,New,2017,3.576666667,FN12,0,0,0,0,0,0,0.089423999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318563693,0,0,0,0,0,0,0,0,4.936789713,0,0,0,0,0,2.937213442,0,0,0,0,0,0,0,0,0,0,0,0.730516886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.012507733
FNM08211811,Farallon Islands,MPA,New,2018,8.533333334,FN11,0,0,0,0,0,0,0.327843332,0,0,0,0,0,0,0,0,0,0,0.14346549,0,0.25081922,0,0,1.874899174,0.063050609,0,0,0,0,0,0,0,0,0,0,0.059459996,0,2.962258141,0,0,0,0,0,4.040777233,0,0,0,0,0,0,0,0,0,0,0,1.238339389,0,0,0,0.284169678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40981371,0,0,0,0,0,0,0,0.036443524,11.6913395
FNM08211812,Farallon Islands,MPA,New,2018,9,FN12,0,0,0,0,0,0,0.138695349,0,0,0,0,0.109310267,0,0,0,0,0,0,0,0.414995755,0,0,0.110316793,0,0,0,0,0.488174297,0,0,0,0,0,0,0,0,4.195386171,0,0,0,0,0,2.140204459,0,0,0,0,0,0,0,0,0,0,0,1.079681488,0,0,0,0.03759804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222003365,0,0,0,0,0,0,0,0,8.936365983
FNM08211815,Farallon Islands,MPA,New,2018,5.933333333,FN15,0,0,0,0,0,0,0,0,0,0,0,0.466204727,0,0,0,0,0,0,0,0.09728658,0,0,0,0,0,0,0,0.092059476,0,0,0,0,0,0,0,0,3.796397371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.651924871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.103873026
FNM08211821,Farallon Islands,MPA,New,2018,6,FN21,0,0,0,0,0,0,0,0,0,0,0,0.917466476,0,0,0,0,0,0,0,0.293705796,0,0,0.260550972,0,0,0,0,0.546910093,0,0,0,0,0,0,0.131558177,0,3.042275573,0,0,0,0,0,1.889073913,0,0,0,0,0,0,0,0,0,0,0,1.292349446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.974462586,0,0,0,0,12.34835303
FNM08281811,Farallon Islands,MPA,New,2018,7.898611112,FN11,0,0,0,0,0,0,4.02597208,0,0,0,0,0,0,0,0,0,0,0,0,0.098924876,0,0,0.634368043,0,0,0,0,0,0,0,0,0,0,0,0,0,2.509679131,0,0,0,0,0,4.896748743,0,0,0,0,0,0,0,0,0,0,0,0.990732604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185902121,0,0,0,0,0,0,0,0.129302585,13.47163018
FNM08281812,Farallon Islands,MPA,New,2018,5.5,FN12,0,0,0,0,0,0,0.298651301,0,0,0,0,0,0,0,0,0,0,0,0,0.298267925,0,0,0.607521564,0,0,0,0,0.083538135,0,0,0,0,0,0,0,0,2.489284595,0,0,0,0,0,1.612274085,0,0,0,0,0,0,0,0,0,0,0,1.483995104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536917419,0,0,0,0,0,0,0,0,7.410450128
FNM08281817,Farallon Islands,MPA,New,2018,8.311111111,FN17,0,0,0,0,0,0,7.373769372,0.337762106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.612779515,1.441231884,0,0,0,0,0,0,0,0,0,0,0,0,0.944772335,0,0,0,0,0,2.813016399,0,0,0,0,0,0,0,0,0,0,0,0.360187184,0,0,0,0.122542447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176675361,0,0,0,0,0,0,0,0.197285738,14.38002234
FNM08281818,Farallon Islands,MPA,New,2018,8.25,FN18,0,0,0,0,0,0,0.310905822,0,0,0,0,0,0,0,0,0,0,0.382844626,0,0.077649669,0,0,1.279233882,0.369660227,0,0,0,0,0,0,0,0,0,0,0,0,0.292657926,0,0,0,0,0,0.593619527,0,0,0,0,0,0,0,0,0,0,0,1.662723804,0,0,0,0.145298295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189795458,0,0,0,0,0,0,0,0,5.304389236
FNM08291815,Farallon Islands,MPA,New,2018,5.758333333,FN15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158240981,0.112685391,0,0,0,0,0,0,0,0,0,0,0.161038605,0,4.307760305,0,0,0,0,0,0.933202138,0,0,0,0,0,0,0,0,0,0,0,1.078792509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75171993
FNM08291819,Farallon Islands,MPA,New,2018,6,FN19,0,0,0,0,0,0,2.115977339,0,0,0,0,0,0,0,0,0,0,0.491226025,0,0.118099399,0,0,1.004515202,0.616888534,0,0,0,0,0,0,0,0,0,0,0,0,1.926240756,0,0,0,0,0,8.921941779,0,0,0,0,0,0,0,0,0,0,0,0.710947439,0,0,0,0.309725226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.322717706,0,0,0,0,0,0,0,0,17.53827941
